0,200,True,True,3,0,5,0,0,0
0,200,True,False,3,0,5,0,0,0
0,200,False,True,3,0,5,0,0,0
0,200,False,False,3,0,5,0,0,0
0,300,True,True,3,1,5,0,0,0
0,300,True,False,4,1,5,0,1,0
0,300,False,True,3,1,5,0,0,0
0,300,False,False,3,1,5,0,0,0
0,400,True,True,4,1,5,0,0,1
0,400,True,False,4,0,5,0,0,0
0,400,False,True,4,1,5,0,0,0
0,400,False,False,4,0,5,0,0,0
0,500,True,True,4,0,5,0,1,0
0,500,True,False,5,0,5,1,1,0
0,500,False,True,3,0,5,0,0,0
0,500,False,False,3,0,5,0,0,0
1,200,True,True,6,1,12,0,0,0
1,200,True,False,6,0,12,0,0,0
1,200,False,True,6,0,12,0,0,0
1,200,False,False,6,0,12,0,0,0
1,300,True,True,7,0,12,0,0,0
1,300,True,False,7,0,12,0,0,0
1,300,False,True,7,0,12,0,0,0
1,300,False,False,7,0,12,0,0,0
1,400,True,True,8,0,12,0,0,0
1,400,True,False,8,0,12,0,0,0
1,400,False,True,8,0,12,0,0,0
1,400,False,False,8,0,12,0,0,0
1,500,True,True,10,0,12,0,2,0
1,500,True,False,9,0,12,0,1,0
1,500,False,True,9,0,12,0,0,0
1,500,False,False,8,0,12,0,0,0
2,200,True,True,4,0,8,0,0,0
2,200,True,False,3,0,8,0,1,0
2,200,False,True,3,0,8,0,0,0
2,200,False,False,2,0,8,0,0,0
2,300,True,True,3,0,8,0,1,0
2,300,True,False,2,0,8,0,0,0
2,300,False,True,4,0,8,0,0,0
2,300,False,False,3,0,8,0,0,0
2,400,True,True,6,1,8,0,0,0
2,400,True,False,6,1,8,0,0,0
2,400,False,True,6,1,8,0,0,0
2,400,False,False,6,1,8,0,0,0
2,500,True,True,5,0,8,0,0,0
2,500,True,False,5,0,8,0,0,0
2,500,False,True,5,0,8,0,0,0
2,500,False,False,5,0,8,0,0,0
3,200,True,True,4,0,8,0,0,0
3,200,True,False,3,0,8,0,0,0
3,200,False,True,4,0,8,0,0,0
3,200,False,False,4,0,8,0,0,0
3,300,True,True,4,0,8,0,0,0
3,300,True,False,5,0,8,0,1,0
3,300,False,True,4,0,8,0,0,0
3,300,False,False,4,0,8,0,0,0
3,400,True,True,5,0,8,0,0,0
3,400,True,False,6,0,8,0,1,0
3,400,False,True,5,0,8,0,0,0
3,400,False,False,5,0,8,0,0,0
3,500,True,True,5,0,8,0,0,0
